Abstract #,Poster #,Title,Authors,Institutions
499,E32,Metastatic renal cell carcinoma (mRCC) primary refractory patients to first-line IO-TKI and IO-IO combinations (Meet-URO 33 analysis).,"Davide Bimbatti , Alessio Signori , Sebastiano Buti , Francesca Vignani , Federico Paolieri , Cinzia Ortega , Lucia Fratino , Emilia Cocorocchio , Cristian Lolli , Claudia Mucciarini , Martina Buffoni , Diego Zara , Valeria Sardaro , Debora D'Ausilio , Stefania Di Girolamo , Claudia Mosillo , Letizia Galeasso , Anna Tortorella , Michele Maffezzoli , Sara Rebuzzi","Oncology Unit 1, Veneto Institute of Oncology IOV - IRCCS, Department of Health Sciences (DISSAL), Section of Biostatistics, University of Genova, Medical Oncology Unit, University Hospital of Parma, Medical Oncology, Ordine Mauriziano Hospital, Department of Oncology, Hospital of Prato, Azienda USL Toscana Centro, Department of Medical Oncology, Michele e Pietro Ferrero Hospital, Verduno-Azienda Sanitaria Locale CN2, Department of Medical Oncology, Centro di Riferimento Oncologico (CRO)-IRCCS, Division of Medical Oncology, Humanitas Gavazzeni, Department of Medical Oncology, IRCCS Istituto Romagnolo per lo Studio dei Tumori (IRST) ""Dino Amadori"", Medical Oncology Unit, AUSL Modena, Ramazzini Hospital, Unit of Medical Oncology, Department of Medical and Surgical Specialties, Radiological Sciences and Public Health, ASST Spedali Civili di Brescia, University of Brescia, University Hospital of Udine, Department of Oncology, Medical Oncology, Fondazione Policlinico Universitario A. Gemelli IRCCS, Department of Urology and Gynecology, Istituto Nazionale Tumori IRCCS Fondazione G. Pascale, Medical Oncology Unit, AUSL-IRCCS di Reggio Emilia, Medical and Translational Oncology Unit, Department of Oncology, Azienda Ospedaliera Santa Maria, Department of Oncology, University of Turin, Medical Oncology Unit, IRCCS Policlinico San Matteo, Department of Medicine and Surgery, University of Parma, Medical Oncology, Ospedale San Paolo"
584,H19,"The role of circulating kidney injury molecule-1 (KIM-1) in metastatic renal cell carcinoma (mRCC): A biomarker analysis of Tide-A, a phase 2 study of first-line avelumab (ave) plus intermittent axitinib (axi).","Chiara Ciccarese , Antonio Agostini , Martina Panebianco , Sebastiano Buti , Paolo Andrea Zucali , Davide Bimbatti , Emanuela Fantinel , Elena Verzoni , Caterina Accettura , Lucia Bonomi , Consuelo Buttigliero , Giuseppe Fornarini , Maria Giuseppa Vitale , Romina Pedone , Geny Piro , Giulia Claire Giudice , Matteo Perrino , Giampaolo Tortora , Carmine Carbone , Roberto Iacovelli","Oncology Unit, Fondazione Policlinico Universitario ""A. Gemelli"" IRCCS, Catholic University of Rome, Medical Oncology, Fondazione Policlinico A. Gemelli IRCCS, Medical Oncology, Ospedale San Paolo Civitavecchia, Medical Oncology Unit, University Hospital of Parma, Department of Oncology, IRCCS Humanitas Research Hospital, Oncology Unit 1, Veneto Institute of Oncology IOV - IRCCS, Oncology Unit, Azienda Ospedaliera Universitaria Integrata di Verona, Genitourinary Medical Oncology, Department of Medical Oncology, Fondazione IRCCS Istituto Nazionale dei Tumori, Medical Oncology, Vito Fazzi Hospital, Unit of Oncology, ASST Papa Giovanni XXIII Hospital, University of Turin, San Luigi Gonzaga Hospital, IRCCS Ospedale Policlinico San Martino, Oncology Unit, Azienda Policlinico-Universitaria di Modena, Fondazione Policlinico Universitario ""Agostino Gemelli"" IRCCS, University of Parma, Medical Oncology, Humanitas Research Hospital, Humanitas Cancer Center, Medical Oncology, Fondazione Policlinico Universitario A. Gemelli IRCCS, Università Cattolica del Sacro Cuore, Comprehensive Cancer Center, Oncology Unit, Fondazione Policlinico Universitario ""A. Gemelli"" IRCCS"
470,E3,Real-world (RW) treatment (tx) patterns and clinical outcomes in patients (pts) with metastatic renal cell carcinoma (mRCC) in the US community setting.,"Cherrishe Brown-Bickerstaff , Paul Conkling , Rosa Banuelos , Jose Perez-Torrealba , Tasha Hall , Navendu Samant , Yue Zhang","Ontada, Exelixis, Inc., Virginia Oncology Associates"
268,H9,"Evaluating survival post-7 mo PSA response, stratified by response, disease extent, and intermittent vs. continuous ADT in mHSPC: The S9346 trial.","Alexandra Sokolova , Catherine Tangen , Maha Hussain , Christopher Sweeney , Tanya Dorff , Ian Thompson Jr., Seth Lerner","Oregon Health & Science University, Knight Cancer Institute, Fred Hutchinson Cancer Research Center, Northwestern University, Feinberg School of Medicine, Dana-Farber Cancer Institute, City of Hope Comprehensive Cancer Center, UT Health San Antonio, Baylor College of Medicine"
263,H4,"Approach to treatment of metastatic hormone-sensitive prostate (mHSPC) cancer among cooperative oncology groups (CCTG, SWOG, and Alliance) in North America.","Cameron Chalker , Michael Ong , Rana McKay , Catherine Tangen , Shuchi Gulati , Megan Keim , Seth Lerner , Tanya Dorff , Alexandra Sokolova","Oregon Health & Science University, Knight Cancer Institute, The Ottawa Hospital Cancer Centre, University of California, San Diego, SWOG Statistics and Data Management Center, UC Davis Comprehensive Cancer Center, SWOG, Baylor College of Medicine, City of Hope Comprehensive Cancer Center"
405,L1,Associations between protein biomarkers and adverse pathologic features in MRI-mapped prostate cancers: An interim analysis.,"Wesley Chou , Solange Bassale , Tao Liu , Tai-Tu Lin , Yuqian Gao , Yi-Ting Wang , Lorenz Nierves , Athena Schepmoes , Brianna Gonzalez , Thomas Fillmore , Tujin Shi , Patricia Miller , Andrew Cowan , Karin Rodland , Fergus Coakley , Travis Rice-Stitt , Jen-Jane Liu , Sudhir Isharwal , Christopher Amling , Ryan Kopp","Oregon Health & Science University, Pacific Northwest National Laboratory, Kymera Therapeutics"
339,J3,Interim analysis of the “shutter speed” MRI model to detect clinically significant prostate cancer.,"Andrew Cowan , Solange Bassale , Fergus Coakley , Travis Rice-Stitt , Xin Li , Wesley Chou , Sudhir Isharwal , Jen-Jane Liu , Mark Garzotto , Christopher Amling , Ryan Kopp","Oregon Health & Science University, Portland VA Medical Center, VA Portland Healthcare System and Oregon Health & Science University"
212,F16,Analysis of gut microbiota profiles in patients with prostate cancer: The PROMISE-JAPAN study.,"Koji Hatano , Toshiki Oka , Takuji Yamada , Makoto Matsushita , Saizo Fujimoto , Junya Hata , Akira Tsujimura , Wataru Obara , Tetsuya Takao , Shingo Takada , Shinichi Yachida , Norio Nonomura , Kazutoshi Fujita","Osaka University Graduate School of Medicine, Tokyo Institute of Technology, Osaka University, Graduate School of Medicine, Kindai University, Faculty of Medicine, Fukushima Medical University, Juntendo University Urayasu Hospital, Department of Urology, Iwate Medical University, Osaka General Medical Center, Osaka Police Hospital, Department of Cancer Genome Informatics, Graduate School of Medicine, Osaka University, Department of Urology, Osaka University Graduate School of Medicine, Department of Urology, Kindai University Faculty of Medicine"
693,C26,Avelumab first-line (1L) maintenance treatment in patients with locally advanced or metastatic urothelial carcinoma (la/mUC) in the Czech Republic: Updated real-world results from a national reimbursement registry.,"Hana Studentova , Anežka Zemánková , Bohuslav Melichar , Michal Eid , Alexandr Poprach , Jindřich Kopecký , Tomáš Büchler , Darja Šustrová , Šárka Stuhlová , Jan Dvořák , Zuzana Donátová , Pavel Vlček , Kateřina Zycháčková , Jana Katolicka , Tomáš Blažek , David Vrána , Ondřej Fiala , Petra Májková , Adam Čepa","Palacký University and University Hospital, Department of Oncology, Faculty of Medicine and Dentistry, Palacký University and University Hospital, University Hospital, Palacký University, Masaryk University, Department of Clinical Oncology and Radiotherapy, University Hospital in Hradec Králové, Department of Oncology, Second Faculty of Medicine, Charles University and University Hospital Motol, Oncology Department, Jihlava Hospital, Department of Radiotherapy and Oncology, University Hospital Kralovske Vinohorady & Third Faculty of Medicine, Charles University, Clinic of Oncology 1st Faculty of Medicine Charles University and Thomayer University Hospital, Department of Oncology, Ceske Budejovice Hospital, Oncology Department, T. Bata Regional Hospital, Department of Oncology, St. Anne's University Hospital Brno, Department of Oncology, Ostrava University Hospital & Faculty of Medicine, University of Ostrava, Comprehensive Cancer Center Novy Jicin, Hospital Novy Jicin, Department of Oncology and Radiotherapeutics, Faculty of Medicine, University Hospital in Pilsen, Charles University, Institute of Biostatistics and Analyses, Faculty of Medicine, Masaryk University, Merck spol. s r.o., an affiliate of Merck KGaA, Darmstadt, Germany"
837,H1,Changes in circulating tumor cells (CTCs) and HER2 expression in evaluating the efficacy of neoadjuvant disitamab vedotin plus toripalimab treatment in patients with muscle-invasive bladder cancer (MIBC).,"Yudong Cao , Ruojing Li , Shuo Wang , Jinchao Ma , Yongpeng Ji , Chen Lin , Peng Du","Peking University Cancer Hospital & Institute, Department of Urology, Peking University Cancer Hospital"
TPS279,L32,"Phase III, double-blind, placebo-controlled, 2-cohort, randomized study of saruparib (AZD5305) in combination with androgen receptor pathway inhibitors in patients with metastatic hormone-sensitive prostate cancer with and without homologous recombination repair mutation (EvoPAR-Prostate01).","Arun Azad , Neeraj Agarwal , Andrew Armstrong , Eva Hellmis , Friederike Schlürmann , Mikio Sugimoto , Yüksel Ürün , Nianzeng Xing , Mehreteab Aregay , Julianne Lima , Didier Meulendijks , Kim Chi","Peter MacCallum Cancer Centre, Huntsman Cancer Institute at the University of Utah, Duke Cancer Institute Center for Prostate and Urologic Cancer, Duke University, Urologicum Duisburg, Centre Hospitalier de Quimper, Institut de Cancérologie de Cornouaille (ICC), Kagawa University, Ankara University School of Medicine, Department of Medical Oncology, Ankara, Turkey; Ankara University Cancer Institute, Ankara, Turkey, Cancer Institute and Hospital, Chinese Academy of Medical Sciences, AstraZeneca, University of British Columbia, BC Cancer, Vancouver Cancer Centre"
572,H7,Vasculo-immune modulatory effects of anti-VEGF therapy in metastatic clear cell renal cell carcinoma: The A-PREDICT trial.,"Lewis Au , Zayd Tippu , Husayn Pallikonda , Anne-Laure Cattin , Georgia Whitton , Andrew Rowan , Annika Fendler , Jahangeer Malik , Ekaterini Boleti , Naveen Vasudev , Martin Highley , Agnieszka Michael , Tim Eisen , Steven Penegar , Rebecca Lewis , Lucy Kilburn , Judith Bliss , Charles Swanton , James Larkin , Samra Turajlic","Peter MacCallum Cancer Centre, Royal Marsden Hospital, The Francis Crick Institute, Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, Western General, Royal Free London NHS Foundation Trust, St. James's Hospital, Derriford Hospital, University of Surrey, University of Cambridge, Institute of Cancer Research, The Institute of Cancer Research, Clinical Trials and Statistics Unit, The Institute of Cancer Research, Clinical Trials and Statistics Unit, The Institute of Cancer Research, University College London Cancer Institute"
730,D27,Bacillus Calmette-Guérin (BCG) treatment patterns and real-world outcomes in high-risk (HR) non-muscle-invasive bladder cancer (NMIBC): A systematic literature review (SLR).,"Anthony Eccleston , Abin Koshy , Mihaela Musat , Cristiana Tzonev , Julia Brinkmann , Jane Chang","Pfizer Ltd, Pfizer Inc., Cytel, Pfizer Pharma GmbH"
738,D35,Treatment patterns of MIBC patients not receiving radical cystectomy: Results from a real-world survey in Europe.,"Anthony Eccleston , Abin Koshy , Julia Brinkmann , Neil Milloy , Laure Manuel , Jacob Skilling , Emilia Biondi , Elliott Brown , Jane Chang","Pfizer Ltd, Pfizer Inc., Pfizer Pharma GmbH, Adelphi Real World"
110,C20,Real-world outcomes in metastatic prostate cancer patients with ctDNA-detected SPOP mutations.,"Windy Dean-Colomb , Jayati Saha , Courtney Lewis , Leslie Bucheit , Clayton Yates","Piedmont Oncology Institute, Guardant Health, Johns Hopkins School of Medicine"
859,H23,Biomarker analysis in localized urothelial cancer DUART patients post-treatment.,"Adriana Ramos Medero , Junjia Zhu , Monika Joshi , Todd Schell","Ponce Health Sciences University School of Medicine, Penn State Cancer Institute, Department of Microbiology and Immunology, Penn State Health Milton S. Hershey Medical Center"
373,K3,"Impact of COVID-19 pandemic on the treatment of prostate cancer in Brazilian public health system, comparing pre and post pandemic data.","Gustavo Carvalhal , Guilherme Zulli , Igor Alexandre Morbeck , Daniel Herchenhorn , Andre Sasse , Rana McKay , Brent Rose , Fernando Maluf , Fernando Monteiro , Vinicius Souza , Andrey Soares , Denis Jardim , Diogo Bastos , Dr. Paulo Lages , Elcio Firminiano , Douglas Valverde , Nicholas James","Pontifical Catholic University of Rio Grande do Sul, Instituto do Câncer Brasil de Ensino e Pesquisa, Oncoclínicas & Co, Oncologia D'OR/Instituto D'OR de Ensino e Pesquisa and Latin American Cooperative Oncology Group (LACOG), Grupo SOnHe, Moores Cancer Center, University of California, San Diego, University of California, San Diego, Latin American Cooperative Oncology Group (LACOG), Porto Alegre, Brazil and Hospital Israelita Albert Einstein, Latin American Cooperative Oncology Group (LACOG), Porto Alegre, and Oncology and Hematology Department, Hospital Sírio Libanês, Latin American Oncology Group (LACOG), Hospital Albert Einstein, Oncoclínicas & Co, Medica Scientia Innovation Research (MEDSIR), Hospital Sírio-Libanês; LACOG (Latin American Cooperative Oncology Group), Oncoclinicas & Co, Medica Scientia Innovation Research (MEDSIR), Techtrials, The Institute of Cancer Research and The Royal Marsden Hospital NHS Foundation Trust"
633,J18,Outcomes of patients with stage I testicular cancer following orchidectomy with borderline retroperitoneal lymph node enlargement at diagnosis.,"Deepro Chowdhury , Eshetu Atenafu , Di Maria Jiang , Esmail Al-Ezzi , Rachel Glicksman , Peter Chung , Susan Prendeville , Martin O'Malley , Padraig Warde , Robert Hamilton , Philippe Bedard","Princess Margaret Cancer Centre, Department of Biostatistics, Princess Margaret Cancer Centre, Division of Medical Oncology and Hematology, Princess Margaret Cancer Centre, University Health Network, University of Toronto, Division of Medical Oncology and Hematology, Princess Margaret Cancer Centre, University Health Network, Princess Margaret Hospital, University Health Network, Department of Medical Imaging, Princess Margaret Cancer Centre, University Health Network, Princess Margaret - University Health Network, Division of Medical Oncology and Hematology, Princess Margaret Cancer Centre, University Health Network, Department of Medicine, University of Toronto"
765,E27,Patient perceptions about their treatment for muscle-invasive bladder cancer (MIBC) over the last decade.,"Deepro Chowdhury , Andrea Apolo , Di Maria Jiang , Eila Skinner , Stephanie Chisolm , Rick Bangs , Manjula Maganti , Gary Steinberg , Matthew Kaag , Jason Efstathiou , Srikala Sridhar","Princess Margaret Cancer Centre, National Cancer Institute, National Institutes of Health, Division of Medical Oncology and Hematology, Princess Margaret Cancer Centre, University Health Network, University of Toronto, GU Surgical Oncology, Stanford Cancer Center, Bladder Cancer Advocacy Network (BCAN), Bladder Cancer Advocacy Network, Inc., Department of Urology, Rush University, Penn State Milton S. Hershey Medical Center, Massachusetts General Hospital"
629,J14,Clinical outcomes of stage IIA/IIB seminoma treated with radiotherapy and chemotherapy: Should regional therapy be considered the preferred treatment approach?,"Rachel Glicksman , Di Maria Jiang , Philippe Bedard , Xiang Ye , Lynn Anson-Cartwright , Astrid Billfalk-Kelly , Satheesh Krishna , Martin O'Malley , Carol Cheung , Abigail Shin , Robert Hamilton , Padraig Warde , Peter Chung","Princess Margaret Cancer Centre, University Health Network, Division of Medical Oncology and Hematology, Princess Margaret Cancer Centre, University Health Network, University of Toronto, Division of Medical Oncology and Hematology, Princess Margaret Cancer Centre, University Health Network, Department of Medicine, University of Toronto, Department of Biostatistics, Princess Margaret Cancer Centre, Departments of Surgery (Urology) and Surgical Oncology, Princess Margaret Cancer Centre, University Health Network, University of Toronto, Department of Radiation Oncology, Dr. H. Bliss Murphy Cancer Centre, Department of Medical Imaging, Princess Margaret Cancer Centre, University Health Network, University of Toronto, Department of Medical Imaging, Princess Margaret Cancer Centre, University Health Network, Department of Pathology, University Health Network; Department of Laboratory Medicine and Pathobiology, University of Toronto, Radiation Medicine Department, Princess Margaret Cancer Centre, University Health Network, Division of Urology, Department of Surgery, Princess Margaret Cancer Centre, University Health Network, University of Toronto, Radiation Medicine Department, Princess Margaret Cancer Centre, University Health Network; Department of Radiation Oncology, University of Toronto"
699,C32,Patterns of split-dose gemcitabine and cisplatin (GC) use in patients with locally advanced or metastatic urothelial carcinoma (la/mUC): Results of a 10-country physician survey.,"Richard O'Dwyer , Sophia Junker , Robert Szulkin , Scarlette Kienzle , Mairead Kearney , Srikala Sridhar","Princess Margaret Cancer Centre, University Health Network, Real-World Evidence Department, Cytel Inc., The Healthcare Business of Merck KGaA"
194,E33,Assessing genomic instability (GI) by shallow whole-genome sequencing (sWGS) to predict PARP inhibitor (PARPi) response in metastatic castration-resistant prostate cancer (mCRPC).,"Peter Slootbeek , Yarah Quint , Julian Kokke , Samhita Pamidimarri Naga , Iris Kloots , Maria Luna-Velez , Marjolijn Ligtenberg , Richarda de Voer , Niven Mehra",Radboud University Medical Center
183,E22,Re-treatment of metastatic castration-resistant prostate cancer patients with radium-223 therapy in daily practice.,"Maarten van der Doelen , Joost van Riel , Maarten Donswijk , Christel Brouwer , Winald Gerritsen , Ha Tan-Phan , Willie Thimister , Walter Noordzij , Erik te Beek , Laurence van Warmerdam , Andre Bergman , Inge van Oort , Dirk Wyndaele","Radboud University Medical Center, Netherlands Cancer Institute, Catharina hospital, Department of Medical Oncology, Radboud University Medical Center, Leeuwarden Medical Center, Admiraal de Ruyter Hospital, UMC Groningen, Reinier de Graaf Gasthuis, Netherlands Cancer Institute-Antoni van Leeuwenhoek Hospital, Catharina Hospital"
160,D34,"PERSIAN trial: Early results from a randomized phase II trial testing apalutamide and stereotactic body radiation therapy for low-burden, metastatic, hormone-sensitive prostate cancer.","Giulio Francolini , Vanessa Di Cataldo , Pietro Garlatti , Saverio Caini , Alessio Bruni , Nicola Simoni , Matteo Augugliaro , Roberto Iacovelli , Luca Tagliaferri , Nicola Battelli , Gianluca Ingrosso , Angelo Porreca , Marco Trovò , Giuseppe Fornarini , Giuseppe Iorio , Alessia Guarneri , Michele Sisani , Lorenzo Antonuzzo , Alfio Di Grazia , Lorenzo Livi","Radiation Oncology Unit, Azienda Ospedaliera Universitaria Careggi, University of Florence, Cancer Risk Factors and Lifestyle Epidemiology Unit, Institute for Cancer Research, Prevention and Clinical Network (ISPO), Radiation Oncology Unit, Department of Oncology and Hematology, University Hospital of Modena, Radiotherapy Unit, Azienda Ospedaliera Universitaria, Unit of Radiotherapy, Azienda USL, IRCCS di Reggio Emilia, Comprehensive Cancer Center, Medical Oncology Department, Fondazione Policlinico Universitario Agostino Gemelli IRCCS, Fondazione Policlinico Universitario Agostino Gemelli, IRCCS, Oncology Unit, Macerata Hospital, Radiation Oncology Section, Department of Medicine and Surgery, University of Perugia, Department of Oncological Urology, Veneto Institute of Oncology IOV-IRCCS, Department of Radiation Oncology, University General Hospital, IRCCS Ospedale Policlinico San Martino, Department of Oncology, Radiation Oncology, University of Turin, Radiation Oncology, Department of Medical and Surgical Sciences, University of Turin, Medical Oncology Unit, San Donato Hospital, Clinical Oncology Unit, Careggi University Hospital, Florence, Italy, and Department of Experimental and Clinical Medicine, University of Florence, Radioterapia Humanitas, Istituto Clinico Catanese, Azienda Ospedaliero Universitaria Careggi, University of Florence"
47,A25,The comparison of clinical utility between pan-cancer panel and PCa-specific panel for mCRPC.,Baijun Dong,Renji Hospital
710,D7,Effectiveness and safety of RC48-ADC in combination with toripalimab as neoadjuvant treatment in HER2-positive muscular invasive urothelial bladder cancer patients.,"Chenglong Li , Jiefu Zhu , Fan Cheng , Weimin Yu , Zhiyuan Chen , Chao Song , Hengcheng Zhu , Haoyong Li","Renmin Hospital of Wuhan University Hubei General Hospital, Rennin Hospital Wuhan University"
835,G31,Clinical outcomes in metastatic bladder cancer associated with mutations in Trithorax-group protein genes.,"Mark Sikov , Galina Lagos , Sheldon Holder , Benedito Carneiro , Anthony Mega , Sari Khaleel , Dragan Golijanin , Liang Cheng , Andre De Souza","Rhode Island Hospital, Lifespan Cancer Institute, Department of Hematology and Oncology, The Miriam Hospital, Warren Alpert Medical School of Brown University, Cancer Center at Brown University, Brown University, Legorreta Cancer Center, Memorial Sloan-Kettering Cancer Center - Fellowship (GME Office), The Minimally Invasive Urology Institute, Division of Urology, The Miriam Hospital, Warren Alpert Medical School of Brown University, Warren Alpert Medical School of Brown University, Center for Cancer Research, National Cancer Institute, National Institutes of Health"
TPS283,M2,Phase 2 randomized study of high-risk metachronous oligometastatic prostate cancer with high-risk mutations treated with metastasis-directed therapy and niraparib/abiraterone acetate plus prednisone (KNIGHTS) trial.,"Matthew Deek , Xiaolei Shi , Noura Radwan , Caitlin Eggleston , Kaysee Baker , Zaker Rana , Matthew Ferris , Young Kwok , Soren Bentzen , Ronald Ennis , Lara Hathout , Biren Saraiya , Tina Mayer , Heather Mannuel , Arif Hussain , Matthew Abramowitz , Alejandro Berlin , Mark Mishra , Phuoc Tran , Jason Molitoris","Robert Wood Johnson Medical School, Rutgers University, University of Maryland School of Medicine, University of Maryland Upper Chesapeake Health, University of Maryland Medical Center, Rutgers Cancer Institute of New Jersey, Rutgers Health, Rutgers Cancer Institue of New Jersey, Rutgers Cancer Institute of New Jersey, University of Maryland, University of Maryland Medical Center, Greenebaum Comprehensive Cancer Center, University of Miami Miller School of Medicine, Cancer Digital Intelligence, Princess Margaret Cancer Centre, University Health Network"
128,D2,Prevalence of adverse events following T-cell engaging bispecific antibodies (bsAbs) and chimeric antigen receptor (CAR) T-cell therapy in patients with metastatic castrate-resistant prostate cancer (mCRPC): A meta-analysis.,"Abhiraj Saxena , Nicholas Zorko , Vivek Narayan , Biren Saraiya , William Tester , Grace Lu-Yao , William Kelly , Kevin Zarrabi","Robert Wood Johnson University Hospital, University of Minnesota, Hospital of the University of Pennsylvania, Rutgers Cancer Institute of New Jersey, Thomas Jefferson University, Thomas Jefferson University Hospital, Sidney Kimmel Cancer Center, Thomas Jefferson University"
810,G6,A novel CD28 x Nectin-4 costimulatory bispecific antibody for advanced bladder cancer.,"Thomas Manley , Starlynn Clarke , Manpreet Kaur , Sebastian Moreno Arteaga , Soumili Chattopadhyay , Elaine Chen , Ruth Chu , Jacqueline Morgan , Cynthia Nguyen , Udaya Rangaswamy , Mathias Rickert , Katja Rueger , Imani Smith , Gizelle Taleno , Laura Davison , Katherine Harris , Shelley Force Aldred , Nathan Trinklein",Rondo Therapeutics
374,K4,GLP-1 analogues and prostate cancer incidence: A systematic review and meta-analysis.,"Selena Gong , Eric Yu , Tanvir Chakkal , Tahmina Shamsheri , Yousef Abumustafa , Declan Lavoie , Darryl Leong , Filipe Cirne , Rocio Baro Vila , Germano Dallegrave Cavalli , Ahmed Aldarraji","Royal College of Surgeons of Ireland, Michael G. DeGroote School of Medicine, Faculty of Medicine University of Ottawa, McMaster University, ICBA, Population Health Research Institute, McMaster University, Michael G. DeGroote School of Medicine, McMaster University"
317,H17,The Man Van phase 2 results: Mobile targeted case finding for prostate cancer.,"Masood Moghul , Fionnuala Croft , Fiona Mutch , Elisabeth Westaway , Kathyrn Bradshaw , Patrick Kierkegaard , Netty Kinsella , Declan Cahill , Nicholas James","Royal Marsden Hospital NHS Trust, Institute of Cancer Research, Royal Marsden Hospital NHS Trust, Royal Marsden Hospital, Cancer Research UK Convergence Science Centre Imperial College London and The Institute of Cancer Research, Royal Marsden NHS Foundation Trust, The Institute of Cancer Research and The Royal Marsden Hospital NHS Foundation Trust"
484,E17,A multi-centre review of the use of adjuvant pembrolizumab for renal cell carcinoma.,"Eleanor McCarthy , Alice Chadwick , Juan Jose Soto-Castillo , Lisa Pickering , Ricky Frazer , Manon Pillai , Tom Waddell , Duncan Lindsay , Ansh Agarwal , Diana Matthews , Mahrukh Khalid , Simon Grumett , Ellis Adamson , John McGrane , Helen Dearden , Naveen Vasudev , Natalie Charnley","Royal Preston Hospital, Lancashire Teaching Hospitals NHS Foundation Trust, Manchester Medical School, The Royal Marsden Hospital, Royal Marsden Hospital NHS Trust, Velindre Cancer Centre, Velindre University NHS Trust, Christie NHS Foundation Trust, The Christie NHS Foundation Trust, Velindre Cancer Centre, University Hospital Birmingham, University Hospitals Birmingham NHS Trust, Royal Cornwall Hospitals NHS Trust, Royal Cornwall Hospital NHS Trust, Leeds Teaching Hospitals NHS trust, St James's University Hospital, Royal Preston Hospital"
392,K22,"LEEP: A randomised, window of opportunity, neoadjuvant trial examining the pharmacodynamic effects of ribociclib prior to radical prostatectomy for high-risk, localised prostate cancer.","Tahlia Scheinberg , James Kench , Peter Ferguson , Sarah Sutherland , Martin Stockler , Kate Mahon , Phillip Stricker , Anthony Joshua , Henry Woo , Ruban Thanigasalam , Nariman Ahmadi , Gavin Marx , Ian Davis , Shomik Sengupta , Scott Leslie , Margaret Centenera , Lisa Butler , Lisa Horvath","Royal Prince Alfred Hospital, Chris O'Brien Lifehouse, The University of Sydney, Department of Urology, St. Vincent’s Hospital; St Vincent’s Prostate Cancer Centre, Kinghorn Cancer Centre, Northern Hematology and Oncology Group, Monash University and Eastern Health, Monash University Eastern Health Clinical School, South Australian Health and Medical Research Institute"
81,B27,Effectiveness and safety of radium-223 in men with metastatic castration-resistant prostate cancer (mCRPC): A systematic literature review of 48 real-world studies.,"Michaela Lunan , Amit Raval , Nguyen Thi Nhan Phan , Matthew Korn , Vanessa Quintero , Rana McKay","RTI Health Solutions, Bayer HealthCare Pharmaceuticals, Inc., Department of Medicine, University of California San Diego"
309,,Radical prostatectomy (RP) versus radiotherapy (RT) in high-risk prostate cancer (HR-PCa): Emulated randomized comparison with individual patient data (IPD) from two phase III randomized trials (RCTs).,"Soumyajit Roy , Yilun Sun , James Eastham , Martin Gleave , Himisha Beltran , Amar Kishan , Angela Jia , Nicholas Zaorsky , Jorge Garcia , Eric Small , Paul Nguyen , Gerhardt Attard , Rana McKay , Alton Sartor , Seth Rosenthal , Susan Halabi , Felix Feng , Michael Morris , Howard Sandler , Daniel Spratt","Rush University Medical Center, Case Western Reserve University, Memorial Sloan Kettering Cancer Center, Vancouver Prostate Centre, University of British Columbia, Dana-Farber Cancer Institute, Department of Radiation Oncology, University of California, Los Angeles, University Hospitals Seidman Cancer Center, Case Western Reserve University, Division of Solid Tumor Oncology, University Hospitals Seidman Cancer Center, Case Comprehensive Cancer Center, Case Western Reserve University, University of California San Francisco, Brigham and Women's Hospital, Institute of Cancer Research, University College, Moores Cancer Center at UC San Diego Health, Mayo Clinic, Department of Radiation Oncology, Sutter Medical Group, Department of Biostatistics and Bioinformatics, Duke Cancer Institute Center for Prostate and Urologic Cancers, Duke University School of Medicine, Radiology School of Medicine, University of California, San Francisco, Cedars-Sinai Medical Center"
192,E31,"Individual patient data (IPD) analysis of early PSA nadir in ARASENS, LATITUDE, and TITAN: Training and validation of a novel model.","Soumyajit Roy , Yilun Sun , Maha Hussain , Kim Chi , Simon Chowdhury , Pedro Barata , Christopher Wallis , Bertrand Tombal , Neeraj Agarwal , Amar Kishan , Shawn Malone , Scott Morgan , Umang Swami , Angela Jia , Nicholas Zaorsky , Michael Ong , Karim Fizazi , Fred Saad , Neal Shore , Daniel Spratt","Rush University Medical Center, Department of Population Quantitative Health Sciences, Case Western Reserve University School of Medicine, Northwestern University, Feinberg School of Medicine, University of British Columbia, BC Cancer, Vancouver Cancer Centre, Guy's, King's, and St. Thomas' Hospitals, and Sarah Cannon Research Institute, University Hospitals Seidman Cancer Center, Division of Urology and Surgical Oncology, Department of Surgery, Princess Margaret Cancer Centre, University Health Network, University of Toronto, Cliniques Universitaires Saint-Luc, Huntsman Cancer Institute (NCI-CCC), University of Utah, Department of Radiation Oncology, University of California, Los Angeles, The Ottawa Hospital, University of Ottawa, Department of Medicine, Huntsman Cancer Institute at the University of Utah, University Hospitals Seidman Cancer Center, Case Western Reserve University, The Ottawa Hospital Cancer Centre, Institut Gustave Roussy, University of Paris-Saclay, University of Montreal Hospital Centre, Carolina Urologic Research Center"
TPS297,M16,Study of JAK inhibition in stem-like prostate cancer (JASPER): A phase 1/2 multicenter study of ruxolitinib and enzalutamide in castration resistant prostate cancer undergoing lineage plasticity.,"Thomas Westbrook , Frank Cackowski , Joshi Alumkal , Anbarasu Kumaraswamy , Megan Caram , Sarah Yentz , Ulka Vaishampayan , Manjunath Pai , Thomas Braun , Zachery Reichert","Rush University Medical Center, Karmanos Cancer Institute, Wayne State University, Rogel Cancer Center, University of Michigan, University of Michigan College of Pharmacy"
